EntrezGeneID|OfficialSymbol|OfficialFullName|Summary
2019|EN1|engrailed homeobox 1|Homeobox-containing genes are thought to have a role in controlling development. In Drosophila, the 'engrailed' (en) gene plays an important role during development in segmentation, where it is required for the formation of posterior compartments. Different mutations in the mouse homologs, En1 and En2, produced different developmental defects that frequently are lethal. The human engrailed homologs 1 and 2 encode homeodomain-containing proteins and have been implicated in the control of pattern formation during development of the central nervous system. [provided by RefSeq, Jul 2008]
4720|NDUFS2|NADH:ubiquinone oxidoreductase core subunit S2|The protein encoded by this gene is a core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (complex I). Mammalian mitochondrial complex I is composed of at least 43 different subunits, 7 of which are encoded by the mitochondrial genome, and the rest are the products of nuclear genes. The iron-sulfur protein fraction of complex I is made up of 7 subunits, including this gene product. Complex I catalyzes the NADH oxidation with concomitant ubiquinone reduction and proton ejection out of the mitochondria. Mutations in this gene are associated with mitochondrial complex I deficiency. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Oct 2009]
92610|TIFA|TRAF interacting protein with forkhead associated domain|This gene encodes an adapter protein involved in adaptive and innate immunity. This protein includes a forkhead-associated (FHA) domain that specifically binds to phosphorylated serine and threonine residues. In response to bacterial infection, the encoded host cell protein undergoes an intermolecular interaction between the FHA domain and a phosphorylated threonine that leads to protein oligomerization and stimulation of the NF-kappa B and other downstream signaling pathways. This protein exhibits reduced expression in hepatocellular carcinoma and may suppress hepatocellular carcinoma progression. This protein may also play a role in the DNA damage response. [provided by RefSeq, Jun 2018]
847|CAT|catalase|This gene encodes catalase, a key antioxidant enzyme in the bodies defense against oxidative stress. Catalase is a heme enzyme that is present in the peroxisome of nearly all aerobic cells. Catalase converts the reactive oxygen species hydrogen peroxide to water and oxygen and thereby mitigates the toxic effects of hydrogen peroxide. Oxidative stress is hypothesized to play a role in the development of many chronic or late-onset diseases such as diabetes, asthma, Alzheimer's disease, systemic lupus erythematosus, rheumatoid arthritis, and cancers. Polymorphisms in this gene have been associated with decreases in catalase activity but, to date, acatalasemia is the only disease known to be caused by this gene. [provided by RefSeq, Oct 2009]
7168|TPM1|tropomyosin 1|This gene is a member of the tropomyosin family of highly conserved, widely distributed actin-binding proteins involved in the contractile system of striated and smooth muscles and the cytoskeleton of non-muscle cells. Tropomyosin is composed of two alpha-helical chains arranged as a coiled-coil. It is polymerized end to end along the two grooves of actin filaments and provides stability to the filaments. The encoded protein is one type of alpha helical chain that forms the predominant tropomyosin of striated muscle, where it also functions in association with the troponin complex to regulate the calcium-dependent interaction of actin and myosin during muscle contraction. In smooth muscle and non-muscle cells, alternatively spliced transcript variants encoding a range of isoforms have been described. Mutations in this gene are associated with type 3 familial hypertrophic cardiomyopathy. [provided by RefSeq, Jul 2008]
5108|PCM1|pericentriolar material 1|The protein encoded by this gene is a component of centriolar satellites, which are electron dense granules scattered around centrosomes. Inhibition studies show that this protein is essential for the correct localization of several centrosomal proteins, and for anchoring microtubules to the centrosome. Chromosomal aberrations involving this gene are associated with papillary thyroid carcinomas and a variety of hematological malignancies, including atypical chronic myeloid leukemia and T-cell lymphoma. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2015]
9020|MAP3K14|mitogen-activated protein kinase kinase kinase 14|This gene encodes mitogen-activated protein kinase kinase kinase 14, which is a serine/threonine protein-kinase. This kinase binds to TRAF2 and stimulates NF-kappaB activity. It shares sequence similarity with several other MAPKK kinases. It participates in an NF-kappaB-inducing signalling cascade common to receptors of the tumour-necrosis/nerve-growth factor (TNF/NGF) family and to the interleukin-1 type-I receptor. [provided by RefSeq, Jul 2008]
3845|KRAS|KRAS proto-oncogene, GTPase|This gene, a Kirsten ras oncogene homolog from the mammalian ras gene family, encodes a protein that is a member of the small GTPase superfamily. A single amino acid substitution is responsible for an activating mutation. The transforming protein that results is implicated in various malignancies, including lung adenocarcinoma, mucinous adenoma, ductal carcinoma of the pancreas and colorectal carcinoma. Alternative splicing leads to variants encoding two isoforms that differ in the C-terminal region. [provided by RefSeq, Jul 2008]
29843|SENP1|SUMO specific peptidase 1|This gene encodes a cysteine protease that specifically targets members of the small ubiquitin-like modifier (SUMO) protein family. This protease regulates SUMO pathways by deconjugating sumoylated proteins. This protease also functions to process the precursor SUMO proteins into their mature form. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jun 2012]
10010|TANK|TRAF family member associated NFKB activator|The TRAF (tumor necrosis factor receptor-associated factor) family of proteins associate with and transduce signals from members of the tumor necrosis factor receptor superfamily. The protein encoded by this gene is found in the cytoplasm and can bind to TRAF1, TRAF2, or TRAF3, thereby inhibiting TRAF function by sequestering the TRAFs in a latent state in the cytoplasm. For example, the protein encoded by this gene can block TRAF2 binding to LMP1, the Epstein-Barr virus transforming protein, and inhibit LMP1-mediated NF-kappa-B activation. Three alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2010]
1499|CTNNB1|catenin beta 1|The protein encoded by this gene is part of a complex of proteins that constitute adherens junctions (AJs). AJs are necessary for the creation and maintenance of epithelial cell layers by regulating cell growth and adhesion between cells. The encoded protein also anchors the actin cytoskeleton and may be responsible for transmitting the contact inhibition signal that causes cells to stop dividing once the epithelial sheet is complete. Finally, this protein binds to the product of the APC gene, which is mutated in adenomatous polyposis of the colon. Mutations in this gene are a cause of colorectal cancer (CRC), pilomatrixoma (PTR), medulloblastoma (MDB), and ovarian cancer. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2016]
51|ACOX1|acyl-CoA oxidase 1|The protein encoded by this gene is the first enzyme of the fatty acid beta-oxidation pathway, which catalyzes the desaturation of acyl-CoAs to 2-trans-enoyl-CoAs. It donates electrons directly to molecular oxygen, thereby producing hydrogen peroxide. Defects in this gene result in pseudoneonatal adrenoleukodystrophy, a disease that is characterized by accumulation of very long chain fatty acids. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008]
10210|TOPORS|TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase|This gene encodes a nuclear protein which is serine and arginine rich, and contains a RING-type zinc finger domain. It is highly expressed in the testis, and functions as an ubiquitin-protein E3 ligase. Mutations in this gene are associated with retinitis pigmentosa type 31. Alternatively spliced transcript variants, encoding different isoforms, have been observed for this locus. [provided by RefSeq, Sep 2010]
5683|PSMA2|proteasome 20S subunit alpha 2|The proteasome is a multicatalytic proteinase complex with a highly ordered ring-shaped 20S core structure. The core structure is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway. An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes a member of the peptidase T1A family, that is a 20S core alpha subunit. [provided by RefSeq, Jul 2008]
10769|PLK2|polo like kinase 2|The protein encoded by this gene is a member of the polo family of serine/threonine protein kinases that have a role in normal cell division. This gene is most abundantly expressed in testis, spleen and fetal tissues, and its expression is inducible by serum, suggesting that it may also play an important role in cells undergoing rapid cell division. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2011]
7026|NR2F2|nuclear receptor subfamily 2 group F member 2|This gene encodes a member of the steroid thyroid hormone superfamily of nuclear receptors. The encoded protein is a ligand inducible transcription factor that is involved in the regulation of many different genes. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Mar 2010]
93100|NAPRT|nicotinate phosphoribosyltransferase|Nicotinic acid (NA; niacin) is converted by nicotinic acid phosphoribosyltransferase (NAPRT; EC 2.4.2.11) to NA mononucleotide (NaMN), which is then converted to NA adenine dinucleotide (NaAD), and finally to nicotinamide adenine dinucleotide (NAD), which serves as a coenzyme in cellular redox reactions and is an essential component of a variety of processes in cellular metabolism including response to stress (Hara et al., 2007).[supplied by OMIM, Mar 2008]
8609|KLF7|Kruppel like factor 7|The protein encoded by this gene is a member of the Kruppel-like transcriptional regulator family. Members in this family regulate cell proliferation, differentiation and survival and contain three C2H2 zinc fingers at the C-terminus that mediate binding to GC-rich sites. This protein may contribute to the progression of type 2 diabetes by inhibiting insulin expression and secretion in pancreatic beta-cells and by deregulating adipocytokine secretion in adipocytes. A pseudogene of this gene is located on the long arm of chromosome 3. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2012]
652|BMP4|bone morphogenetic protein 4|This gene encodes a secreted ligand of the TGF-beta (transforming growth factor-beta) superfamily of proteins. Ligands of this family bind various TGF-beta receptors leading to recruitment and activation of SMAD family transcription factors that regulate gene expression. The encoded preproprotein is proteolytically processed to generate each subunit of the disulfide-linked homodimer. This protein regulates heart development and adipogenesis. Mutations in this gene are associated with orofacial cleft and microphthalmia in human patients. The encoded protein may also be involved in the pathology of multiple cardiovascular diseases and human cancers. [provided by RefSeq, Jul 2016]
8727|CTNNAL1|catenin alpha like 1| 
11344|TWF2|twinfilin actin binding protein 2|The protein encoded by this gene was identified by its interaction with the catalytic domain of protein kinase C-zeta. The encoded protein contains an actin-binding site and an ATP-binding site. It is most closely related to twinfilin (PTK9), a conserved actin monomer-binding protein. [provided by RefSeq, Jul 2008]
10758|TRAF3IP2|TRAF3 interacting protein 2|This gene encodes a protein involved in regulating responses to cytokines by members of the Rel/NF-kappaB transcription factor family. These factors play a central role in innate immunity in response to pathogens, inflammatory signals and stress. This gene product interacts with TRAF proteins (tumor necrosis factor receptor-associated factors) and either I-kappaB kinase or MAP kinase to activate either NF-kappaB or Jun kinase. Several alternative transcripts encoding different isoforms have been identified. Another transcript, which does not encode a protein and is transcribed in the opposite orientation, has been identified. Overexpression of this transcript has been shown to reduce expression of at least one of the protein encoding transcripts, suggesting it has a regulatory role in the expression of this gene. [provided by RefSeq, Aug 2009]
14|AAMP|angio associated migratory cell protein|The gene is a member of the immunoglobulin superfamily. The encoded protein is associated with angiogenesis, with potential roles in endothelial tube formation and the migration of endothelial cells. It may also regulate smooth muscle cell migration via the RhoA pathway. The encoded protein can bind to heparin and may mediate heparin-sensitive cell adhesion. [provided by RefSeq, Oct 2014]
81576|YJU2B|YJU2 splicing factor homolog B| 
6251|RSU1|Ras suppressor protein 1|This gene encodes a protein that is involved in the Ras signal transduction pathway, growth inhibition, and nerve-growth factor induced differentiation processes, as determined in mouse and human cell line studies. In mouse, the encoded protein was initially isolated based on its ability to inhibit v-Ras transformation. Multiple alternatively spliced transcript variants for this gene have been reported; one of these variants was found only in glioma tumors. [provided by RefSeq, Jul 2008]
23032|USP33|ubiquitin specific peptidase 33|This gene encodes a deubiquinating enzyme important in a variety of processes, including Slit-dependent cell migration and beta-2 adrenergic receptor signaling. The protein is negatively regulated through ubiquitination by von Hippel-Lindau tumor protein (VHL). Alternative splicing results in multiple transcript variants and protein isoforms. [provided by RefSeq, Jun 2012]
5335|PLCG1|phospholipase C gamma 1|The protein encoded by this gene catalyzes the formation of inositol 1,4,5-trisphosphate and diacylglycerol from phosphatidylinositol 4,5-bisphosphate. This reaction uses calcium as a cofactor and plays an important role in the intracellular transduction of receptor-mediated tyrosine kinase activators. For example, when activated by SRC, the encoded protein causes the Ras guanine nucleotide exchange factor RasGRP1 to translocate to the Golgi, where it activates Ras. Also, this protein has been shown to be a major substrate for heparin-binding growth factor 1 (acidic fibroblast growth factor)-activated tyrosine kinase. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]
56262|LRRC8A|leucine rich repeat containing 8 VRAC subunit A|This gene encodes a protein belonging to the leucine-rich repeat family of proteins, which are involved in diverse biological processes, including cell adhesion, cellular trafficking, and hormone-receptor interactions. This family member is a putative four-pass transmembrane protein that plays a role in B cell development. Defects in this gene cause autosomal dominant non-Bruton type agammaglobulinemia, an immunodeficiency disease resulting from defects in B cell maturation. Multiple alternatively spliced transcript variants, which encode the same protein, have been identified for this gene. [provided by RefSeq, Jul 2008]
1956|EGFR|epidermal growth factor receptor|The protein encoded by this gene is a transmembrane glycoprotein that is a member of the protein kinase superfamily. This protein is a receptor for members of the epidermal growth factor family. EGFR is a cell surface protein that binds to epidermal growth factor, thus inducing receptor dimerization and tyrosine autophosphorylation leading to cell proliferation. Mutations in this gene are associated with lung cancer. EGFR is a component of the cytokine storm which contributes to a severe form of Coronavirus Disease 2019 (COVID-19) resulting from infection with severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2). [provided by RefSeq, Jul 2020]
4609|MYC|MYC proto-oncogene, bHLH transcription factor|This gene is a proto-oncogene and encodes a nuclear phosphoprotein that plays a role in cell cycle progression, apoptosis and cellular transformation. The encoded protein forms a heterodimer with the related transcription factor MAX. This complex binds to the E box DNA consensus sequence and regulates the transcription of specific target genes. Amplification of this gene is frequently observed in numerous human cancers. Translocations involving this gene are associated with Burkitt lymphoma and multiple myeloma in human patients. There is evidence to show that translation initiates both from an upstream, in-frame non-AUG (CUG) and a downstream AUG start site, resulting in the production of two isoforms with distinct N-termini. [provided by RefSeq, Aug 2017]
9611|NCOR1|nuclear receptor corepressor 1|This gene encodes a protein that mediates ligand-independent transcription repression of thyroid-hormone and retinoic-acid receptors by promoting chromatin condensation and preventing access of the transcription machinery. It is part of a complex which also includes histone deacetylases and transcriptional regulators similar to the yeast protein Sin3p. This gene is located between the Charcot-Marie-Tooth and Smith-Magenis syndrome critical regions on chromosome 17. Alternate splicing results in multiple transcript variants. Pseudogenes of this gene are found on chromosomes 17 and 20.[provided by RefSeq, Jun 2010]
391|RHOG|ras homolog family member G|This gene encodes a member of the Rho family of small GTPases, which cycle between inactive GDP-bound and active GTP-bound states and function as molecular switches in signal transduction cascades. Rho proteins promote reorganization of the actin cytoskeleton and regulate cell shape, attachment, and motility. The encoded protein facilitates translocation of a functional guanine nucleotide exchange factor (GEF) complex from the cytoplasm to the plasma membrane where ras-related C3 botulinum toxin substrate 1 is activated to promote lamellipodium formation and cell migration. Two related pseudogene have been identified on chromosomes 20 and X. [provided by RefSeq, Aug 2011]
1855|DVL1|dishevelled segment polarity protein 1|DVL1, the human homolog of the Drosophila dishevelled gene (dsh) encodes a cytoplasmic phosphoprotein that regulates cell proliferation, acting as a transducer molecule for developmental processes, including segmentation and neuroblast specification. DVL1 is a candidate gene for neuroblastomatous transformation. The Schwartz-Jampel syndrome and Charcot-Marie-Tooth disease type 2A have been mapped to the same region as DVL1. The phenotypes of these diseases may be consistent with defects which might be expected from aberrant expression of a DVL gene during development. [provided by RefSeq, Jul 2008]
9927|MFN2|mitofusin 2|This gene encodes a mitochondrial membrane protein that participates in mitochondrial fusion and contributes to the maintenance and operation of the mitochondrial network. This protein is involved in the regulation of vascular smooth muscle cell proliferation, and it may play a role in the pathophysiology of obesity. Mutations in this gene cause Charcot-Marie-Tooth disease type 2A2, and hereditary motor and sensory neuropathy VI, which are both disorders of the peripheral nervous system. Defects in this gene have also been associated with early-onset stroke. Two transcript variants encoding the same protein have been identified. [provided by RefSeq, Jul 2008]
5587|PRKD1|protein kinase D1|The protein encoded by this gene is a serine/threonine protein kinase involved in many cellular processes, including Golgi body membrane integrity and transport, cell migration and differentiation, MAPK8/JNK1 and Ras pathway signaling, MAPK1/3 (ERK1/2) pathway signaling, cell survival, and regulation of cell shape and adhesion. [provided by RefSeq, Jan 2017]
3708|ITPR1|inositol 1,4,5-trisphosphate receptor type 1|This gene encodes an intracellular receptor for inositol 1,4,5-trisphosphate. Upon stimulation by inositol 1,4,5-trisphosphate, this receptor mediates calcium release from the endoplasmic reticulum. Mutations in this gene cause spinocerebellar ataxia type 15, a disease associated with an heterogeneous group of cerebellar disorders. Multiple transcript variants have been identified for this gene. [provided by RefSeq, Nov 2009]
10952|SEC61B|SEC61 translocon subunit beta|The Sec61 complex is the central component of the protein translocation apparatus of the endoplasmic reticulum (ER) membrane. Oligomers of the Sec61 complex form a transmembrane channel where proteins are translocated across and integrated into the ER membrane. This complex consists of three membrane proteins- alpha, beta, and gamma. This gene encodes the beta-subunit protein. The Sec61 subunits are also observed in the post-ER compartment, suggesting that these proteins can escape the ER and recycle back. There is evidence for multiple polyadenylated sites for this transcript. [provided by RefSeq, Jul 2008]
3675|ITGA3|integrin subunit alpha 3|The gene encodes a member of the integrin alpha chain family of proteins. Integrins are heterodimeric integral membrane proteins composed of an alpha chain and a beta chain that function as cell surface adhesion molecules. The encoded preproprotein is proteolytically processed to generate light and heavy chains that comprise the alpha 3 subunit. This subunit joins with a beta 1 subunit to form an integrin that interacts with extracellular matrix proteins including members of the laminin family. Expression of this gene may be correlated with breast cancer metastasis. [provided by RefSeq, Oct 2015]
2747|GLUD2|glutamate dehydrogenase 2|The protein encoded by this gene is localized to the mitochondrion and acts as a homohexamer to recycle glutamate during neurotransmission. The encoded enzyme catalyzes the reversible oxidative deamination of glutamate to alpha-ketoglutarate. This gene is intronless.[provided by RefSeq, Jan 2010]
2969|GTF2I|general transcription factor IIi|This gene encodes a phosphoprotein containing six characteristic repeat motifs. The encoded protein binds to the initiator element (Inr) and E-box element in promoters and functions as a regulator of transcription. This locus, along with several other neighboring genes, is deleted in Williams-Beuren syndrome. There are many closely related genes and pseudogenes for this gene on chromosome 7. This gene also has pseudogenes on chromosomes 9, 13, and 21. Alternatively spliced transcript variants encoding multiple isoforms have been observed. [provided by RefSeq, Jul 2013]
4086|SMAD1|SMAD family member 1|The protein encoded by this gene belongs to the SMAD, a family of proteins similar to the gene products of the Drosophila gene 'mothers against decapentaplegic' (Mad) and the C. elegans gene Sma. SMAD proteins are signal transducers and transcriptional modulators that mediate multiple signaling pathways. This protein mediates the signals of the bone morphogenetic proteins (BMPs), which are involved in a range of biological activities including cell growth, apoptosis, morphogenesis, development and immune responses. In response to BMP ligands, this protein can be phosphorylated and activated by the BMP receptor kinase. The phosphorylated form of this protein forms a complex with SMAD4, which is important for its function in the transcription regulation. This protein is a target for SMAD-specific E3 ubiquitin ligases, such as SMURF1 and SMURF2, and undergoes ubiquitination and proteasome-mediated degradation. Alternatively spliced transcript variants encoding the same protein have been observed. [provided by RefSeq, Jul 2008]
55109|AGGF1|angiogenic factor with G-patch and FHA domains 1|This gene encodes an angiogenic factor that promotes proliferation of endothelial cells. Mutations in this gene are associated with a susceptibility to Klippel-Trenaunay syndrome. Pseudogenes of this gene are found on chromosomes 3, 4, 10 and 16.[provided by RefSeq, Sep 2010]
55083|KIF26B|kinesin family member 26B|The protein encoded by this gene is an intracellular motor protein thought to transport organelles along microtubules. The encoded protein is required for kidney development. Elevated levels of this protein have been found in some breast and colorectal cancers. [provided by RefSeq, Mar 2017]
1977|EIF4E|eukaryotic translation initiation factor 4E|The protein encoded by this gene is a component of the eukaryotic translation initiation factor 4F complex, which recognizes the 7-methylguanosine cap structure at the 5' end of messenger RNAs. The encoded protein aids in translation initiation by recruiting ribosomes to the 5'-cap structure. Association of this protein with the 4F complex is the rate-limiting step in translation initiation. This gene acts as a proto-oncogene, and its expression and activation is associated with transformation and tumorigenesis. Several pseudogenes of this gene are found on other chromosomes. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2015]
55031|USP47|ubiquitin specific peptidase 47| 
5300|PIN1|peptidylprolyl cis/trans isomerase, NIMA-interacting 1|Peptidyl-prolyl cis/trans isomerases (PPIases) catalyze the cis/trans isomerization of peptidyl-prolyl peptide bonds. This gene encodes one of the PPIases, which specifically binds to phosphorylated ser/thr-pro motifs to catalytically regulate the post-phosphorylation conformation of its substrates. The conformational regulation catalyzed by this PPIase has a profound impact on key proteins involved in the regulation of cell growth, genotoxic and other stress responses, the immune response, induction and maintenance of pluripotency, germ cell development, neuronal differentiation, and survival. This enzyme also plays a key role in the pathogenesis of Alzheimer's disease and many cancers. Multiple alternatively spliced transcript variants have been found for this gene.[provided by RefSeq, Jun 2011]
5426|POLE|DNA polymerase epsilon, catalytic subunit|This gene encodes the catalytic subunit of DNA polymerase epsilon. The enzyme is involved in DNA repair and chromosomal DNA replication. Mutations in this gene have been associated with colorectal cancer 12 and facial dysmorphism, immunodeficiency, livedo, and short stature. [provided by RefSeq, Sep 2013]
10083|USH1C|USH1 protein network component harmonin|This gene encodes a scaffold protein that functions in the assembly of Usher protein complexes. The protein contains PDZ domains, a coiled-coil region with a bipartite nuclear localization signal and a PEST degradation sequence. Defects in this gene are the cause of Usher syndrome type 1C and non-syndromic sensorineural deafness autosomal recessive type 18. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2009]
23770|FKBP8|FKBP prolyl isomerase 8|The protein encoded by this gene is a member of the immunophilin protein family, which play a role in immunoregulation and basic cellular processes involving protein folding and trafficking. Unlike the other members of the family, this encoded protein does not seem to have PPIase/rotamase activity. It may have a role in neurons associated with memory function. [provided by RefSeq, Jul 2008]
22900|CARD8|caspase recruitment domain family member 8|The protein encoded by this gene belongs to the caspase recruitment domain (CARD)-containing family of proteins, which are involved in pathways leading to activation of caspases or nuclear factor kappa-B (NFKB). This protein may be a component of the inflammasome, a protein complex that plays a role in the activation of proinflammatory caspases. It is thought that this protein acts as an adaptor molecule that negatively regulates NFKB activation, CASP1-dependent IL1B secretion, and apoptosis. Polymorphisms in this gene may be associated with a susceptibility to rheumatoid arthritis. Alternatively spliced transcript variants have been described for this gene. [provided by RefSeq, May 2010]
10955|SERINC3|serine incorporator 3| 
7391|USF1|upstream transcription factor 1|This gene encodes a member of the basic helix-loop-helix leucine zipper family, and can function as a cellular transcription factor. The encoded protein can activate transcription through pyrimidine-rich initiator (Inr) elements and E-box motifs. This gene has been linked to familial combined hyperlipidemia (FCHL). Alternative splicing of this gene results in multiple transcript variants. A related pseudogene has been defined on chromosome 21. [provided by RefSeq, Feb 2013]
1201|CLN3|CLN3 lysosomal/endosomal transmembrane protein, battenin|This gene encodes a protein that is involved in lysosomal function. Mutations in this, as well as other neuronal ceroid-lipofuscinosis (CLN) genes, cause neurodegenerative diseases commonly known as Batten disease or collectively known as neuronal ceroid lipofuscinoses (NCLs). Many alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jul 2008]
10342|TFG|trafficking from ER to golgi regulator|There are several documented fusion oncoproteins encoded partially by this gene. This gene also participates in several oncogenic rearrangements resulting in anaplastic lymphoma and mixoid chondrosarcoma, and may play a role in the NF-kappaB pathway. Multiple transcript variants have been found for this gene. [provided by RefSeq, Sep 2010]
91404|SESTD1|SEC14 and spectrin domain containing 1| 
2549|GAB1|GRB2 associated binding protein 1|The protein encoded by this gene is a member of the IRS1-like multisubstrate docking protein family. It is an important mediator of branching tubulogenesis and plays a central role in cellular growth response, transformation and apoptosis. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2008]
55159|RFWD3|ring finger and WD repeat domain 3| 
79155|TNIP2|TNFAIP3 interacting protein 2|This gene encodes a protein which acts as an inhibitor of NFkappaB activation. The encoded protein is also involved in MAP/ERK signaling pathway in specific cell types. It may be involved in apoptosis of endothelial cells. Alternative splicing results in multiple transcript variants. A pseudogene related to this gene is located on the X chromosome.[provided by RefSeq, May 2014]
