EntrezGeneID|OfficialSymbol|OfficialFullName|Summary
6310|ATXN1|ataxin 1|The autosomal dominant cerebellar ataxias (ADCA) are a heterogeneous group of neurodegenerative disorders characterized by progressive degeneration of the cerebellum, brain stem and spinal cord. Clinically, ADCA has been divided into three groups: ADCA types I-III. ADCAI is genetically heterogeneous, with five genetic loci, designated spinocerebellar ataxia (SCA) 1, 2, 3, 4 and 6, being assigned to five different chromosomes. ADCAII, which always presents with retinal degeneration (SCA7), and ADCAIII often referred to as the `pure' cerebellar syndrome (SCA5), are most likely homogeneous disorders. Several SCA genes have been cloned and shown to contain CAG repeats in their coding regions. ADCA is caused by the expansion of the CAG repeats, producing an elongated polyglutamine tract in the corresponding protein. The expanded repeats are variable in size and unstable, usually increasing in size when transmitted to successive generations. The function of the ataxins is not known. This locus has been mapped to chromosome 6, and it has been determined that the diseased allele contains 40-83 CAG repeats, compared to 6-39 in the normal allele, and is associated with spinocerebellar ataxia type 1 (SCA1). Alternative splicing results in multiple transcript variants, with one variant encoding multiple distinct proteins, ATXN1 and Alt-ATXN1, due to the use of overlapping alternate reading frames. [provided by RefSeq, Nov 2017]
4282|MIF|macrophage migration inhibitory factor|This gene encodes a lymphokine involved in cell-mediated immunity, immunoregulation, and inflammation. It plays a role in the regulation of macrophage function in host defense through the suppression of anti-inflammatory effects of glucocorticoids. This lymphokine and the JAB1 protein form a complex in the cytosol near the peripheral plasma membrane, which may indicate an additional role in integrin signaling pathways. [provided by RefSeq, Jul 2008]
6636|SNRPF|small nuclear ribonucleoprotein polypeptide F| 
2316|FLNA|filamin A|The protein encoded by this gene is an actin-binding protein that crosslinks actin filaments and links actin filaments to membrane glycoproteins. The encoded protein is involved in remodeling the cytoskeleton to effect changes in cell shape and migration. This protein interacts with integrins, transmembrane receptor complexes, and second messengers. Defects in this gene are a cause of several syndromes, including periventricular nodular heterotopias (PVNH1, PVNH4), otopalatodigital syndromes (OPD1, OPD2), frontometaphyseal dysplasia (FMD), Melnick-Needles syndrome (MNS), and X-linked congenital idiopathic intestinal pseudoobstruction (CIIPX). Two transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Mar 2009]
8818|DPM2|dolichyl-phosphate mannosyltransferase subunit 2, regulatory|Dolichol-phosphate mannose (Dol-P-Man) serves as a donor of mannosyl residues on the lumenal side of the endoplasmic reticulum (ER). Lack of Dol-P-Man results in defective surface expression of GPI-anchored proteins. Dol-P-Man is synthesized from GDP-mannose and dolichol-phosphate on the cytosolic side of the ER by the enzyme dolichyl-phosphate mannosyltransferase. The protein encoded by this gene is a hydrophobic protein that contains 2 predicted transmembrane domains and a putative ER localization signal near the C terminus. This protein associates with DPM1 in vivo and is required for the ER localization and stable expression of DPM1 and also enhances the binding of dolichol-phosphate to DPM1. [provided by RefSeq, Jul 2008]
55958|KLHL9|kelch like family member 9|This gene encodes a protein that belongs to the kelch repeat-containing family, and contains an N-terminal BTB/POZ domain, a BACK domain and six C-terminal kelch repeats. The encoded protein is a component of a complex with cullin 3-based E3 ligase, which plays a role in mitosis. This protein complex is a cell cycle regulator, and functions in the organization and integrity of the spindle midzone in anaphase and the completion of cytokinesis. The complex is required for the removal of the chromosomal passenger protein aurora B from mitotic chromosomes. [provided by RefSeq, Jul 2016]
51747|LUC7L3|LUC7 like 3 pre-mRNA splicing factor|This gene encodes a protein with an N-terminal half that contains cysteine/histidine motifs and leucine zipper-like repeats, and the C-terminal half is rich in arginine and glutamate residues (RE domain) and arginine and serine residues (RS domain). This protein localizes with a speckled pattern in the nucleus, and could be involved in the formation of splicesome via the RE and RS domains. Two alternatively spliced transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Aug 2009]
3845|KRAS|KRAS proto-oncogene, GTPase|This gene, a Kirsten ras oncogene homolog from the mammalian ras gene family, encodes a protein that is a member of the small GTPase superfamily. A single amino acid substitution is responsible for an activating mutation. The transforming protein that results is implicated in various malignancies, including lung adenocarcinoma, mucinous adenoma, ductal carcinoma of the pancreas and colorectal carcinoma. Alternative splicing leads to variants encoding two isoforms that differ in the C-terminal region. [provided by RefSeq, Jul 2008]
1499|CTNNB1|catenin beta 1|The protein encoded by this gene is part of a complex of proteins that constitute adherens junctions (AJs). AJs are necessary for the creation and maintenance of epithelial cell layers by regulating cell growth and adhesion between cells. The encoded protein also anchors the actin cytoskeleton and may be responsible for transmitting the contact inhibition signal that causes cells to stop dividing once the epithelial sheet is complete. Finally, this protein binds to the product of the APC gene, which is mutated in adenomatous polyposis of the colon. Mutations in this gene are a cause of colorectal cancer (CRC), pilomatrixoma (PTR), medulloblastoma (MDB), and ovarian cancer. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2016]
84844|PHF5A|PHD finger protein 5A|This gene encodes a subunit of the splicing factor 3b protein complex. Splicing factor 3b, together with splicing factor 3a and a 12S RNA unit, forms the U2 small nuclear ribonucleoproteins complex (U2 snRNP). The splicing factor 3b/3a complex binds pre-mRNA upstream of the intron's branch site in a sequence-independent manner and may anchor the U2 snRNP to the pre-mRNA. The protein encoded by this gene contains a PHD-finger-like domain that is flanked by highly basic N- and C-termini. This protein belongs to the PHD-finger superfamily and may act as a chromatin-associated protein. This gene has several pseudogenes on different chromosomes. [provided by RefSeq, Jul 2008]
10210|TOPORS|TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase|This gene encodes a nuclear protein which is serine and arginine rich, and contains a RING-type zinc finger domain. It is highly expressed in the testis, and functions as an ubiquitin-protein E3 ligase. Mutations in this gene are associated with retinitis pigmentosa type 31. Alternatively spliced transcript variants, encoding different isoforms, have been observed for this locus. [provided by RefSeq, Sep 2010]
8609|KLF7|Kruppel like factor 7|The protein encoded by this gene is a member of the Kruppel-like transcriptional regulator family. Members in this family regulate cell proliferation, differentiation and survival and contain three C2H2 zinc fingers at the C-terminus that mediate binding to GC-rich sites. This protein may contribute to the progression of type 2 diabetes by inhibiting insulin expression and secretion in pancreatic beta-cells and by deregulating adipocytokine secretion in adipocytes. A pseudogene of this gene is located on the long arm of chromosome 3. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2012]
25820|ARIH1|ariadne RBR E3 ubiquitin protein ligase 1| 
11344|TWF2|twinfilin actin binding protein 2|The protein encoded by this gene was identified by its interaction with the catalytic domain of protein kinase C-zeta. The encoded protein contains an actin-binding site and an ATP-binding site. It is most closely related to twinfilin (PTK9), a conserved actin monomer-binding protein. [provided by RefSeq, Jul 2008]
22853|LMTK2|lemur tyrosine kinase 2|The protein encoded by this gene belongs to the protein kinase superfamily and the protein tyrosine kinase family. It contains N-terminal transmembrane helices and a long C-terminal cytoplasmic tail with serine/threonine/tyrosine kinase activity. This protein interacts with several other proteins, such as Inhibitor-2 (Inh2), protein phosphatase-1 (PP1C), p35, and myosin VI. It phosporylates other proteins, and is itself also phosporylated when interacting with cyclin-dependent kinase 5 (cdk5)/p35 complex. This protein involves in nerve growth factor (NGF)-TrkA signalling, and also plays a critical role in endosomal membrane trafficking. Mouse studies suggested an essential role of this protein in spermatogenesis. [provided by RefSeq, Oct 2009]
8897|MTMR3|myotubularin related protein 3|This gene encodes a member of the myotubularin dual specificity protein phosphatase gene family. The encoded protein is structurally similar to myotubularin but in addition contains a FYVE domain and an N-terminal PH-GRAM domain. The protein can self-associate and also form heteromers with another myotubularin related protein. The protein binds to phosphoinositide lipids through the PH-GRAM domain, and can hydrolyze phosphatidylinositol(3)-phosphate and phosphatidylinositol(3,5)-biphosphate in vitro. The encoded protein has been observed to have a perinuclear, possibly membrane-bound, distribution in cells, but it has also been found free in the cytoplasm. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]
64285|RHBDF1|rhomboid 5 homolog 1| 
4670|HNRNPM|heterogeneous nuclear ribonucleoprotein M|This gene belongs to the subfamily of ubiquitously expressed heterogeneous nuclear ribonucleoproteins (hnRNPs). The hnRNPs are RNA binding proteins and they complex with heterogeneous nuclear RNA (hnRNA). These proteins are associated with pre-mRNAs in the nucleus and appear to influence pre-mRNA processing and other aspects of mRNA metabolism and transport. While all of the hnRNPs are present in the nucleus, some seem to shuttle between the nucleus and the cytoplasm. The hnRNP proteins have distinct nucleic acid binding properties. The protein encoded by this gene has three repeats of quasi-RRM domains that bind to RNAs. This protein also constitutes a monomer of the N-acetylglucosamine-specific receptor which is postulated to trigger selective recycling of immature GlcNAc-bearing thyroglobulin molecules. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2011]
2915|GRM5|glutamate metabotropic receptor 5|This gene encodes a member of the G-protein coupled receptor 3 protein family. The encoded protein is a metabatropic glutamate receptor, whose signaling activates a phosphatidylinositol-calcium second messenger system. This protein may be involved in the regulation of neural network activity and synaptic plasticity. Glutamatergic neurotransmission is involved in most aspects of normal brain function and can be perturbed in many neuropathologic conditions. A pseudogene of this gene has been defined on chromosome 11. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2014]
23032|USP33|ubiquitin specific peptidase 33|This gene encodes a deubiquinating enzyme important in a variety of processes, including Slit-dependent cell migration and beta-2 adrenergic receptor signaling. The protein is negatively regulated through ubiquitination by von Hippel-Lindau tumor protein (VHL). Alternative splicing results in multiple transcript variants and protein isoforms. [provided by RefSeq, Jun 2012]
3171|FOXA3|forkhead box A3|This gene encodes a member of the forkhead class of DNA-binding proteins. These hepatocyte nuclear factors are transcriptional activators for liver-specific transcripts such as albumin and transthyretin, and they also interact with chromatin. Similar family members in mice have roles in the regulation of metabolism and in the differentiation of the pancreas and liver. The crystal structure of a similar protein in rat has been resolved. [provided by RefSeq, Jul 2008]
1956|EGFR|epidermal growth factor receptor|The protein encoded by this gene is a transmembrane glycoprotein that is a member of the protein kinase superfamily. This protein is a receptor for members of the epidermal growth factor family. EGFR is a cell surface protein that binds to epidermal growth factor, thus inducing receptor dimerization and tyrosine autophosphorylation leading to cell proliferation. Mutations in this gene are associated with lung cancer. EGFR is a component of the cytokine storm which contributes to a severe form of Coronavirus Disease 2019 (COVID-19) resulting from infection with severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2). [provided by RefSeq, Jul 2020]
9611|NCOR1|nuclear receptor corepressor 1|This gene encodes a protein that mediates ligand-independent transcription repression of thyroid-hormone and retinoic-acid receptors by promoting chromatin condensation and preventing access of the transcription machinery. It is part of a complex which also includes histone deacetylases and transcriptional regulators similar to the yeast protein Sin3p. This gene is located between the Charcot-Marie-Tooth and Smith-Magenis syndrome critical regions on chromosome 17. Alternate splicing results in multiple transcript variants. Pseudogenes of this gene are found on chromosomes 17 and 20.[provided by RefSeq, Jun 2010]
1855|DVL1|dishevelled segment polarity protein 1|DVL1, the human homolog of the Drosophila dishevelled gene (dsh) encodes a cytoplasmic phosphoprotein that regulates cell proliferation, acting as a transducer molecule for developmental processes, including segmentation and neuroblast specification. DVL1 is a candidate gene for neuroblastomatous transformation. The Schwartz-Jampel syndrome and Charcot-Marie-Tooth disease type 2A have been mapped to the same region as DVL1. The phenotypes of these diseases may be consistent with defects which might be expected from aberrant expression of a DVL gene during development. [provided by RefSeq, Jul 2008]
5587|PRKD1|protein kinase D1|The protein encoded by this gene is a serine/threonine protein kinase involved in many cellular processes, including Golgi body membrane integrity and transport, cell migration and differentiation, MAPK8/JNK1 and Ras pathway signaling, MAPK1/3 (ERK1/2) pathway signaling, cell survival, and regulation of cell shape and adhesion. [provided by RefSeq, Jan 2017]
26286|ARFGAP3|ADP ribosylation factor GTPase activating protein 3|The protein encoded by this gene is a GTPase-activating protein (GAP) that associates with the Golgi apparatus and regulates the early secretory pathway of proteins. The encoded protein promotes hydrolysis of ADP-ribosylation factor 1 (ARF1)-bound GTP, which is required for the dissociation of coat proteins from Golgi-derived membranes and vesicles. Dissociation of the coat proteins is a prerequisite for the fusion of these vesicles with target compartments. The activity of this protein is sensitive to phospholipids. Multiple transcript variants encoding different isoforms have been found for this gene. This gene was originally known as ARFGAP1, but that is now the name of a related but different gene. [provided by RefSeq, Nov 2008]
3708|ITPR1|inositol 1,4,5-trisphosphate receptor type 1|This gene encodes an intracellular receptor for inositol 1,4,5-trisphosphate. Upon stimulation by inositol 1,4,5-trisphosphate, this receptor mediates calcium release from the endoplasmic reticulum. Mutations in this gene cause spinocerebellar ataxia type 15, a disease associated with an heterogeneous group of cerebellar disorders. Multiple transcript variants have been identified for this gene. [provided by RefSeq, Nov 2009]
10952|SEC61B|SEC61 translocon subunit beta|The Sec61 complex is the central component of the protein translocation apparatus of the endoplasmic reticulum (ER) membrane. Oligomers of the Sec61 complex form a transmembrane channel where proteins are translocated across and integrated into the ER membrane. This complex consists of three membrane proteins- alpha, beta, and gamma. This gene encodes the beta-subunit protein. The Sec61 subunits are also observed in the post-ER compartment, suggesting that these proteins can escape the ER and recycle back. There is evidence for multiple polyadenylated sites for this transcript. [provided by RefSeq, Jul 2008]
25898|RCHY1|ring finger and CHY zinc finger domain containing 1|The protein encoded by this gene has ubiquitin ligase activity. It mediates E3-dependent ubiquitination and proteasomal degradation of target proteins, including tumor protein 53, histone deacetylase 1, and cyclin-dependent kinase inhibitor 1B, thus regulating their levels and cell cycle progression. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jun 2013]
648|BMI1|BMI1 proto-oncogene, polycomb ring finger|This gene encodes a ring finger protein that is major component of the polycomb group complex 1 (PRC1). This complex functions through chromatin remodeling as an essential epigenetic repressor of multiple regulatory genes involved in embryonic development and self-renewal in somatic stem cells. This protein also plays a central role in DNA damage repair. This gene is an oncogene and aberrant expression is associated with numerous cancers and is associated with resistance to certain chemotherapies. A pseudogene of this gene is found on chromosome X. Read-through transcription also exists between this gene and the upstream COMM domain containing 3 (COMMD3) gene. [provided by RefSeq, Sep 2015]
226|ALDOA|aldolase, fructose-bisphosphate A|This gene encodes a member of the class I fructose-bisphosphate aldolase protein family. The encoded protein is a glycolytic enzyme that catalyzes the reversible conversion of fructose-1,6-bisphosphate to glyceraldehyde 3-phosphate and dihydroxyacetone phosphate. Three aldolase isozymes (A, B, and C), encoded by three different genes, are differentially expressed during development. Mutations in this gene have been associated with Glycogen Storage Disease XII, an autosomal recessive disorder associated with hemolytic anemia. Disruption of this gene also plays a role in the progression of multiple types of cancers. Related pseudogenes have been identified on chromosomes 3 and 10. [provided by RefSeq, Sep 2017]
5300|PIN1|peptidylprolyl cis/trans isomerase, NIMA-interacting 1|Peptidyl-prolyl cis/trans isomerases (PPIases) catalyze the cis/trans isomerization of peptidyl-prolyl peptide bonds. This gene encodes one of the PPIases, which specifically binds to phosphorylated ser/thr-pro motifs to catalytically regulate the post-phosphorylation conformation of its substrates. The conformational regulation catalyzed by this PPIase has a profound impact on key proteins involved in the regulation of cell growth, genotoxic and other stress responses, the immune response, induction and maintenance of pluripotency, germ cell development, neuronal differentiation, and survival. This enzyme also plays a key role in the pathogenesis of Alzheimer's disease and many cancers. Multiple alternatively spliced transcript variants have been found for this gene.[provided by RefSeq, Jun 2011]
10083|USH1C|USH1 protein network component harmonin|This gene encodes a scaffold protein that functions in the assembly of Usher protein complexes. The protein contains PDZ domains, a coiled-coil region with a bipartite nuclear localization signal and a PEST degradation sequence. Defects in this gene are the cause of Usher syndrome type 1C and non-syndromic sensorineural deafness autosomal recessive type 18. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2009]
22900|CARD8|caspase recruitment domain family member 8|The protein encoded by this gene belongs to the caspase recruitment domain (CARD)-containing family of proteins, which are involved in pathways leading to activation of caspases or nuclear factor kappa-B (NFKB). This protein may be a component of the inflammasome, a protein complex that plays a role in the activation of proinflammatory caspases. It is thought that this protein acts as an adaptor molecule that negatively regulates NFKB activation, CASP1-dependent IL1B secretion, and apoptosis. Polymorphisms in this gene may be associated with a susceptibility to rheumatoid arthritis. Alternatively spliced transcript variants have been described for this gene. [provided by RefSeq, May 2010]
8825|LIN7A|lin-7 homolog A, crumbs cell polarity complex component|The protein encoded by this gene is involved in generating and maintaining the asymmetric distribution of channels and receptors at the cell membrane. The encoded protein also is required for the localization of some specific channels and can be part of a protein complex that couples synaptic vesicle exocytosis to cell adhesion in the brain. [provided by RefSeq, May 2016]
26001|RNF167|ring finger protein 167|RNF167 is an E3 ubiquitin ligase that interacts with TSSC5 (SLC22A18; MIM 602631) and, together with UBCH6 (UBE2E1; MIM 602916), facilitates TSSC5 polyubiquitylation (Yamada and Gorbsky, 2006 [PubMed 16314844]).[supplied by OMIM, Mar 2008]
91404|SESTD1|SEC14 and spectrin domain containing 1| 
55159|RFWD3|ring finger and WD repeat domain 3| 
6194|RPS6|ribosomal protein S6|Ribosomes, the organelles that catalyze protein synthesis, consist of a small 40S subunit and a large 60S subunit. Together these subunits are composed of 4 RNA species and approximately 80 structurally distinct proteins. This gene encodes a cytoplasmic ribosomal protein that is a component of the 40S subunit. The protein belongs to the S6E family of ribosomal proteins. It is the major substrate of protein kinases in the ribosome, with subsets of five C-terminal serine residues phosphorylated by different protein kinases. Phosphorylation is induced by a wide range of stimuli, including growth factors, tumor-promoting agents, and mitogens. Dephosphorylation occurs at growth arrest. The protein may contribute to the control of cell growth and proliferation through the selective translation of particular classes of mRNA. As is typical for genes encoding ribosomal proteins, there are multiple processed pseudogenes of this gene dispersed through the genome. [provided by RefSeq, Jul 2008]
2625|GATA3|GATA binding protein 3|This gene encodes a protein which belongs to the GATA family of transcription factors. The protein contains two GATA-type zinc fingers and is an important regulator of T-cell development and plays an important role in endothelial cell biology. Defects in this gene are the cause of hypoparathyroidism with sensorineural deafness and renal dysplasia. [provided by RefSeq, Nov 2009]
26227|PHGDH|phosphoglycerate dehydrogenase|This gene encodes the enzyme which is involved in the early steps of L-serine synthesis in animal cells. L-serine is required for D-serine and other amino acid synthesis. The enzyme requires NAD/NADH as a cofactor and forms homotetramers for activity. Mutations in this gene have been found in a family with congenital microcephaly, psychomotor retardation and other symptoms. Multiple alternatively spliced transcript variants have been found, however the full-length nature of most are not known. [provided by RefSeq, Aug 2011]
27113|BBC3|BCL2 binding component 3|This gene encodes a member of the BCL-2 family of proteins. This family member belongs to the BH3-only pro-apoptotic subclass. The protein cooperates with direct activator proteins to induce mitochondrial outer membrane permeabilization and apoptosis. It can bind to anti-apoptotic Bcl-2 family members to induce mitochondrial dysfunction and caspase activation. Because of its pro-apoptotic role, this gene is a potential drug target for cancer therapy and for tissue injury. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2011]
10316|NMUR1|neuromedin U receptor 1| 
55284|UBE2W|ubiquitin conjugating enzyme E2 W|This gene encodes a nuclear-localized ubiquitin-conjugating enzyme (E2) that, along with ubiquitin-activating (E1) and ligating (E3) enzymes, coordinates the addition of a ubiquitin moiety to existing proteins. The encoded protein promotes the ubiquitination of Fanconi anemia complementation group proteins and may be important in the repair of DNA damage. There is a pseudogene for this gene on chromosome 1. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2012]
3612|IMPA1|inositol monophosphatase 1|This gene encodes an enzyme that dephosphorylates myo-inositol monophosphate to generate free myo-inositol, a precursor of phosphatidylinositol, and is therefore an important modulator of intracellular signal transduction via the production of the second messengers myoinositol 1,4,5-trisphosphate and diacylglycerol. This enzyme can also use myo-inositol-1,3-diphosphate, myo-inositol-1,4-diphosphate, scyllo-inositol-phosphate, glucose-1-phosphate, glucose-6-phosphate, fructose-1-phosphate, beta-glycerophosphate, and 2'-AMP as substrates. This enzyme shows magnesium-dependent phosphatase activity and is inhibited by therapeutic concentrations of lithium. Inhibition of inositol monophosphate hydroylosis and subsequent depletion of inositol for phosphatidylinositol synthesis may explain the anti-manic and anti-depressive effects of lithium administered to treat bipolar disorder. Alternative splicing results in multiple transcript variants encoding distinct isoforms. A pseudogene of this gene is also present on chromosome 8q21.13. [provided by RefSeq, Dec 2014]
84231|TRAF7|TNF receptor associated factor 7|Tumor necrosis factor (TNF; see MIM 191160) receptor-associated factors, such as TRAF7, are signal transducers for members of the TNF receptor superfamily (see MIM 191190). TRAFs are composed of an N-terminal cysteine/histidine-rich region containing zinc RING and/or zinc finger motifs; a coiled-coil (leucine zipper) motif; and a homologous region that defines the TRAF family, the TRAF domain, which is involved in self-association and receptor binding.[supplied by OMIM, Apr 2004]
7043|TGFB3|transforming growth factor beta 3|This gene encodes a secreted ligand of the TGF-beta (transforming growth factor-beta) superfamily of proteins. Ligands of this family bind various TGF-beta receptors leading to recruitment and activation of SMAD family transcription factors that regulate gene expression. The encoded preproprotein is proteolytically processed to generate a latency-associated peptide (LAP) and a mature peptide, and is found in either a latent form composed of a mature peptide homodimer, a LAP homodimer, and a latent TGF-beta binding protein, or in an active form consisting solely of the mature peptide homodimer. The mature peptide may also form heterodimers with other TGF-beta family members. This protein is involved in embryogenesis and cell differentiation, and may play a role in wound healing. Mutations in this gene are a cause of aortic aneurysms and dissections, as well as familial arrhythmogenic right ventricular dysplasia 1. [provided by RefSeq, Aug 2016]
26270|FBXO6|F-box protein 6|This gene encodes a member of the F-box protein family which is characterized by an approximately 40 amino acid motif, the F-box. The F-box proteins constitute one of the four subunits of the ubiquitin protein ligase complex called SCFs (SKP1-cullin-F-box), which function in phosphorylation-dependent ubiquitination. The F-box proteins are divided into 3 classes: Fbws containing WD-40 domains, Fbls containing leucine-rich repeats, and Fbxs containing either different protein-protein interaction modules or no recognizable motifs. The protein encoded by this gene belongs to the Fbxs class, and its C-terminal region is highly similar to that of rat NFB42 (neural F Box 42 kDa) which may be involved in the control of the cell cycle. [provided by RefSeq, Jul 2008]
11193|WBP4|WW domain binding protein 4|This gene encodes WW domain-containing binding protein 4. The WW domain represents a small and compact globular structure that interacts with proline-rich ligands. This encoded protein is a general spliceosomal protein that may play a role in cross-intron bridging of U1 and U2 snRNPs in the spliceosomal complex A. [provided by RefSeq, Jul 2008]
4891|SLC11A2|solute carrier family 11 member 2|This gene encodes a member of the solute carrier family 11 protein family. The product of this gene transports divalent metals and is involved in iron absorption. Mutations in this gene are associated with hypochromic microcytic anemia with iron overload. A related solute carrier family 11 protein gene is located on chromosome 2. Multiple transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Apr 2010]
3913|LAMB2|laminin subunit beta 2|Laminins, a family of extracellular matrix glycoproteins, are the major noncollagenous constituent of basement membranes. They have been implicated in a wide variety of biological processes including cell adhesion, differentiation, migration, signaling, neurite outgrowth and metastasis. Laminins, composed of 3 non identical chains: laminin alpha, beta and gamma (formerly A, B1, and B2, respectively), form a cruciform structure consisting of 3 short arms, each formed by a different chain, and a long arm composed of all 3 chains. Each laminin chain is a multidomain protein encoded by a distinct gene. Several isoforms of each chain have been described. Different alpha, beta and gamma chain isomers combine to give rise to different heterotrimeric laminin isoforms which are designated by Arabic numerals in the order of their discovery, i.e. alpha1beta1gamma1 heterotrimer is laminin 1. The biological functions of the different chains and trimer molecules are largely unknown, but some of the chains have been shown to differ with respect to their tissue distribution, presumably reflecting diverse functions in vivo. This gene encodes the beta chain isoform laminin, beta 2. The beta 2 chain contains the 7 structural domains typical of beta chains of laminin, including the short alpha region. However, unlike beta 1 chain, beta 2 has a more restricted tissue distribution. It is enriched in the basement membrane of muscles at the neuromuscular junctions, kidney glomerulus and vascular smooth muscle. Transgenic mice in which the beta 2 chain gene was inactivated by homologous recombination, showed defects in the maturation of neuromuscular junctions and impairment of glomerular filtration. Alternative splicing involving a non consensus 5' splice site (gc) in the 5' UTR of this gene has been reported. It was suggested that inefficient splicing of this first intron, which does not change the protein sequence, results in a greater abundance of the unspliced form of the transcript than the spliced form. The full-length nature of the spliced transcript is not known. [provided by RefSeq, Aug 2011]
